PurchaseOrderID,SupplierID,OrderDate,DeliveryMethodID,ExpectedDeliveryDate,SupplierReference,PurchaseOrderLineID,StockItemID,OrderedOuters,Description,ReceivedOuters,PackageTypeID,ExpectedUnitPricePerOuter,Right_LastEditedBy
1146,7,11/24/2020,2,12/14/2020,BC0280982,4504,184,432,Shipping carton (Brown) 305x305x305mm,432,7,47.5,5
1146,7,11/24/2020,2,12/14/2020,BC0280982,4505,193,1241,Black and orange glass with care despatch tape 48mmx75m,1241,7,38.4,5
1146,7,11/24/2020,2,12/14/2020,BC0280982,4506,204,1455,Tape dispenser (Red),1455,7,170.0,5
1147,4,11/25/2020,7,12/15/2020,293092,4507,77,1860,"""The Gu"" red shirt XML tag t-shirt (White) XXS",1860,6,84.0,2
1147,4,11/25/2020,7,12/15/2020,293092,4508,78,1885,"""The Gu"" red shirt XML tag t-shirt (White) XS",1885,6,84.0,2
1147,4,11/25/2020,7,12/15/2020,293092,4509,80,859,"""The Gu"" red shirt XML tag t-shirt (White) M",859,6,84.0,2
1147,4,11/25/2020,7,12/15/2020,293092,4510,86,1815,"""The Gu"" red shirt XML tag t-shirt (White) 5XL",1815,6,96.0,2
1147,4,11/25/2020,7,12/15/2020,293092,4511,95,996,"""The Gu"" red shirt XML tag t-shirt (Black) XL",996,6,90.0,2
1147,4,11/25/2020,7,12/15/2020,293092,4512,98,1884,"""The Gu"" red shirt XML tag t-shirt (Black) 4XL",1884,6,96.0,2
1148,7,11/25/2020,2,12/15/2020,BC0280982,4513,184,439,Shipping carton (Brown) 305x305x305mm,439,7,47.5,2
1148,7,11/25/2020,2,12/15/2020,BC0280982,4514,193,1239,Black and orange glass with care despatch tape 48mmx75m,1239,7,38.4,2
1148,7,11/25/2020,2,12/15/2020,BC0280982,4515,204,1460,Tape dispenser (Red),1460,7,170.0,2
1149,4,11/26/2020,7,12/16/2020,293092,4516,77,1858,"""The Gu"" red shirt XML tag t-shirt (White) XXS",1858,6,84.0,6
1149,4,11/26/2020,7,12/16/2020,293092,4517,78,1888,"""The Gu"" red shirt XML tag t-shirt (White) XS",1888,6,84.0,6
1149,4,11/26/2020,7,12/16/2020,293092,4518,80,860,"""The Gu"" red shirt XML tag t-shirt (White) M",860,6,84.0,6
1149,4,11/26/2020,7,12/16/2020,293092,4519,86,1813,"""The Gu"" red shirt XML tag t-shirt (White) 5XL",1813,6,96.0,6
1149,4,11/26/2020,7,12/16/2020,293092,4520,95,992,"""The Gu"" red shirt XML tag t-shirt (Black) XL",992,6,90.0,6
1149,4,11/26/2020,7,12/16/2020,293092,4521,98,1882,"""The Gu"" red shirt XML tag t-shirt (Black) 4XL",1882,6,96.0,6
1150,7,11/26/2020,2,12/16/2020,BC0280982,4522,184,442,Shipping carton (Brown) 305x305x305mm,442,7,47.5,6
1150,7,11/26/2020,2,12/16/2020,BC0280982,4523,193,1237,Black and orange glass with care despatch tape 48mmx75m,1237,7,38.4,6
1150,7,11/26/2020,2,12/16/2020,BC0280982,4524,204,1472,Tape dispenser (Red),1472,7,170.0,6
1151,4,11/27/2020,7,12/17/2020,293092,4525,77,1867,"""The Gu"" red shirt XML tag t-shirt (White) XXS",1867,6,84.0,18
1151,4,11/27/2020,7,12/17/2020,293092,4526,78,1889,"""The Gu"" red shirt XML tag t-shirt (White) XS",1889,6,84.0,18
1151,4,11/27/2020,7,12/17/2020,293092,4527,80,856,"""The Gu"" red shirt XML tag t-shirt (White) M",856,6,84.0,18
1151,4,11/27/2020,7,12/17/2020,293092,4528,86,1820,"""The Gu"" red shirt XML tag t-shirt (White) 5XL",1820,6,96.0,18
1151,4,11/27/2020,7,12/17/2020,293092,4529,95,988,"""The Gu"" red shirt XML tag t-shirt (Black) XL",988,6,90.0,18
1151,4,11/27/2020,7,12/17/2020,293092,4530,98,1894,"""The Gu"" red shirt XML tag t-shirt (Black) 4XL",1894,6,96.0,18
1152,7,11/27/2020,2,12/17/2020,BC0280982,4531,184,443,Shipping carton (Brown) 305x305x305mm,443,7,47.5,18
1152,7,11/27/2020,2,12/17/2020,BC0280982,4532,193,1239,Black and orange glass with care despatch tape 48mmx75m,1239,7,38.4,18
1152,7,11/27/2020,2,12/17/2020,BC0280982,4533,204,1485,Tape dispenser (Red),1485,7,170.0,18
1153,4,11/28/2020,7,12/18/2020,293092,4534,77,1865,"""The Gu"" red shirt XML tag t-shirt (White) XXS",1865,6,84.0,3
1153,4,11/28/2020,7,12/18/2020,293092,4535,78,1887,"""The Gu"" red shirt XML tag t-shirt (White) XS",1887,6,84.0,3
1153,4,11/28/2020,7,12/18/2020,293092,4536,80,858,"""The Gu"" red shirt XML tag t-shirt (White) M",858,6,84.0,3
1153,4,11/28/2020,7,12/18/2020,293092,4537,86,1818,"""The Gu"" red shirt XML tag t-shirt (White) 5XL",1818,6,96.0,3
1153,4,11/28/2020,7,12/18/2020,293092,4538,95,984,"""The Gu"" red shirt XML tag t-shirt (Black) XL",984,6,90.0,3
1153,4,11/28/2020,7,12/18/2020,293092,4539,98,1895,"""The Gu"" red shirt XML tag t-shirt (Black) 4XL",1895,6,96.0,3
1154,7,11/28/2020,2,12/18/2020,BC0280982,4540,184,440,Shipping carton (Brown) 305x305x305mm,440,7,47.5,3
1154,7,11/28/2020,2,12/18/2020,BC0280982,4541,193,1237,Black and orange glass with care despatch tape 48mmx75m,1237,7,38.4,3
1154,7,11/28/2020,2,12/18/2020,BC0280982,4542,204,1483,Tape dispenser (Red),1483,7,170.0,3
1155,4,11/29/2020,7,12/19/2020,293092,4543,80,3,"""The Gu"" red shirt XML tag t-shirt (White) M",3,6,84.0,3
1156,7,11/29/2020,2,12/19/2020,BC0280982,4544,193,6,Black and orange glass with care despatch tape 48mmx75m,6,7,38.4,3
1156,7,11/29/2020,2,12/19/2020,BC0280982,4545,204,6,Tape dispenser (Red),6,7,170.0,3
1875,4,2/1/2022,7,2/21/2022,293092,7533,77,3048,"""The Gu"" red shirt XML tag t-shirt (White) XXS",3048,6,84.0,19
1875,4,2/1/2022,7,2/21/2022,293092,7534,78,3333,"""The Gu"" red shirt XML tag t-shirt (White) XS",3333,6,84.0,19
1875,4,2/1/2022,7,2/21/2022,293092,7535,80,1653,"""The Gu"" red shirt XML tag t-shirt (White) M",1653,6,84.0,19
1875,4,2/1/2022,7,2/21/2022,293092,7536,86,3344,"""The Gu"" red shirt XML tag t-shirt (White) 5XL",3344,6,96.0,19
1875,4,2/1/2022,7,2/21/2022,293092,7537,95,1638,"""The Gu"" red shirt XML tag t-shirt (Black) XL",1638,6,90.0,19
1875,4,2/1/2022,7,2/21/2022,293092,7538,98,3336,"""The Gu"" red shirt XML tag t-shirt (Black) 4XL",3336,6,96.0,19
1876,7,2/1/2022,2,2/21/2022,BC0280982,7539,184,1513,Shipping carton (Brown) 305x305x305mm,1513,7,47.5,19
1876,7,2/1/2022,2,2/21/2022,BC0280982,7540,193,2520,Black and orange glass with care despatch tape 48mmx75m,2520,7,38.4,19
1876,7,2/1/2022,2,2/21/2022,BC0280982,7541,204,2778,Tape dispenser (Red),2778,7,170.0,19
1877,4,2/2/2022,7,2/22/2022,293092,7542,77,3047,"""The Gu"" red shirt XML tag t-shirt (White) XXS",3047,6,84.0,7
1877,4,2/2/2022,7,2/22/2022,293092,7543,78,3340,"""The Gu"" red shirt XML tag t-shirt (White) XS",3340,6,84.0,7
1877,4,2/2/2022,7,2/22/2022,293092,7544,80,1656,"""The Gu"" red shirt XML tag t-shirt (White) M",1656,6,84.0,7
1877,4,2/2/2022,7,2/22/2022,293092,7545,86,3351,"""The Gu"" red shirt XML tag t-shirt (White) 5XL",3351,6,96.0,7
1877,4,2/2/2022,7,2/22/2022,293092,7546,95,1634,"""The Gu"" red shirt XML tag t-shirt (Black) XL",1634,6,90.0,7
1877,4,2/2/2022,7,2/22/2022,293092,7547,98,3334,"""The Gu"" red shirt XML tag t-shirt (Black) 4XL",3334,6,96.0,7
1878,7,2/2/2022,2,2/22/2022,BC0280982,7548,184,1510,Shipping carton (Brown) 305x305x305mm,1510,7,47.5,7
1878,7,2/2/2022,2,2/22/2022,BC0280982,7549,193,2518,Black and orange glass with care despatch tape 48mmx75m,2518,7,38.4,7
1878,7,2/2/2022,2,2/22/2022,BC0280982,7550,204,2776,Tape dispenser (Red),2776,7,170.0,7
1879,4,2/3/2022,7,2/23/2022,293092,7551,77,3054,"""The Gu"" red shirt XML tag t-shirt (White) XXS",3054,6,84.0,8
1879,4,2/3/2022,7,2/23/2022,293092,7552,78,3338,"""The Gu"" red shirt XML tag t-shirt (White) XS",3338,6,84.0,8
1879,4,2/3/2022,7,2/23/2022,293092,7553,80,1653,"""The Gu"" red shirt XML tag t-shirt (White) M",1653,6,84.0,8
1879,4,2/3/2022,7,2/23/2022,293092,7554,86,3349,"""The Gu"" red shirt XML tag t-shirt (White) 5XL",3349,6,96.0,8
1879,4,2/3/2022,7,2/23/2022,293092,7555,95,1642,"""The Gu"" red shirt XML tag t-shirt (Black) XL",1642,6,90.0,8
1879,4,2/3/2022,7,2/23/2022,293092,7556,98,3340,"""The Gu"" red shirt XML tag t-shirt (Black) 4XL",3340,6,96.0,8
1880,7,2/3/2022,2,2/23/2022,BC0280982,7557,184,1518,Shipping carton (Brown) 305x305x305mm,1518,7,47.5,8
1880,7,2/3/2022,2,2/23/2022,BC0280982,7558,193,2527,Black and orange glass with care despatch tape 48mmx75m,2527,7,38.4,8
1880,7,2/3/2022,2,2/23/2022,BC0280982,7559,204,2774,Tape dispenser (Red),2774,7,170.0,8
1881,4,2/4/2022,7,2/24/2022,293092,7560,77,3065,"""The Gu"" red shirt XML tag t-shirt (White) XXS",3065,6,84.0,17
1881,4,2/4/2022,7,2/24/2022,293092,7561,78,3336,"""The Gu"" red shirt XML tag t-shirt (White) XS",3336,6,84.0,17
1881,4,2/4/2022,7,2/24/2022,293092,7562,80,1653,"""The Gu"" red shirt XML tag t-shirt (White) M",1653,6,84.0,17
1881,4,2/4/2022,7,2/24/2022,293092,7563,86,3354,"""The Gu"" red shirt XML tag t-shirt (White) 5XL",3354,6,96.0,17
1881,4,2/4/2022,7,2/24/2022,293092,7564,95,1641,"""The Gu"" red shirt XML tag t-shirt (Black) XL",1641,6,90.0,17
1881,4,2/4/2022,7,2/24/2022,293092,7565,98,3343,"""The Gu"" red shirt XML tag t-shirt (Black) 4XL",3343,6,96.0,17
1882,7,2/4/2022,2,2/24/2022,BC0280982,7566,184,1527,Shipping carton (Brown) 305x305x305mm,1527,7,47.5,17
1882,7,2/4/2022,2,2/24/2022,BC0280982,7567,193,2531,Black and orange glass with care despatch tape 48mmx75m,2531,7,38.4,17
1882,7,2/4/2022,2,2/24/2022,BC0280982,7568,204,2772,Tape dispenser (Red),2772,7,170.0,17
1883,4,2/5/2022,7,2/25/2022,293092,7569,77,3063,"""The Gu"" red shirt XML tag t-shirt (White) XXS",3063,6,84.0,13
1883,4,2/5/2022,7,2/25/2022,293092,7570,78,3334,"""The Gu"" red shirt XML tag t-shirt (White) XS",3334,6,84.0,13
1883,4,2/5/2022,7,2/25/2022,293092,7571,80,1658,"""The Gu"" red shirt XML tag t-shirt (White) M",1658,6,84.0,13
1883,4,2/5/2022,7,2/25/2022,293092,7572,86,3356,"""The Gu"" red shirt XML tag t-shirt (White) 5XL",3356,6,96.0,13
1883,4,2/5/2022,7,2/25/2022,293092,7573,95,1644,"""The Gu"" red shirt XML tag t-shirt (Black) XL",1644,6,90.0,13
1883,4,2/5/2022,7,2/25/2022,293092,7574,98,3348,"""The Gu"" red shirt XML tag t-shirt (Black) 4XL",3348,6,96.0,13
1884,7,2/5/2022,2,2/25/2022,BC0280982,7575,184,1524,Shipping carton (Brown) 305x305x305mm,1524,7,47.5,13
1884,7,2/5/2022,2,2/25/2022,BC0280982,7576,193,2539,Black and orange glass with care despatch tape 48mmx75m,2539,7,38.4,13
1884,7,2/5/2022,2,2/25/2022,BC0280982,7577,204,2770,Tape dispenser (Red),2770,7,170.0,13
1885,4,2/6/2022,7,2/20/2022,293092,7578,80,9,"""The Gu"" red shirt XML tag t-shirt (White) M",9,6,84.0,13
1886,7,2/6/2022,2,2/20/2022,BC0280982,7579,184,4,Shipping carton (Brown) 305x305x305mm,4,7,47.5,13
1886,7,2/6/2022,2,2/20/2022,BC0280982,7580,193,2,Black and orange glass with care despatch tape 48mmx75m,2,7,38.4,13
1887,4,2/8/2022,7,2/28/2022,293092,7581,77,3059,"""The Gu"" red shirt XML tag t-shirt (White) XXS",3059,6,84.0,19
1887,4,2/8/2022,7,2/28/2022,293092,7582,78,3330,"""The Gu"" red shirt XML tag t-shirt (White) XS",3330,6,84.0,19
1887,4,2/8/2022,7,2/28/2022,293092,7583,80,1663,"""The Gu"" red shirt XML tag t-shirt (White) M",1663,6,84.0,19
1887,4,2/8/2022,7,2/28/2022,293092,7584,86,3362,"""The Gu"" red shirt XML tag t-shirt (White) 5XL",3362,6,96.0,19
1887,4,2/8/2022,7,2/28/2022,293092,7585,95,1645,"""The Gu"" red shirt XML tag t-shirt (Black) XL",1645,6,90.0,19
1887,4,2/8/2022,7,2/28/2022,293092,7586,98,3350,"""The Gu"" red shirt XML tag t-shirt (Black) 4XL",3350,6,96.0,19
1888,7,2/8/2022,2,2/28/2022,BC0280982,7587,184,1526,Shipping carton (Brown) 305x305x305mm,1526,7,47.5,19
1888,7,2/8/2022,2,2/28/2022,BC0280982,7588,193,2541,Black and orange glass with care despatch tape 48mmx75m,2541,7,38.4,19
1888,7,2/8/2022,2,2/28/2022,BC0280982,7589,204,2764,Tape dispenser (Red),2764,7,170.0,19
1889,4,2/9/2022,7,2/28/2022,293092,7590,77,3057,"""The Gu"" red shirt XML tag t-shirt (White) XXS",3057,6,84.0,6
1889,4,2/9/2022,7,2/28/2022,293092,7591,78,3328,"""The Gu"" red shirt XML tag t-shirt (White) XS",3328,6,84.0,6
1889,4,2/9/2022,7,2/28/2022,293092,7592,80,1659,"""The Gu"" red shirt XML tag t-shirt (White) M",1659,6,84.0,6
1889,4,2/9/2022,7,2/28/2022,293092,7593,86,3369,"""The Gu"" red shirt XML tag t-shirt (White) 5XL",3369,6,96.0,6
1889,4,2/9/2022,7,2/28/2022,293092,7594,95,1648,"""The Gu"" red shirt XML tag t-shirt (Black) XL",1648,6,90.0,6
1889,4,2/9/2022,7,2/28/2022,293092,7595,98,3351,"""The Gu"" red shirt XML tag t-shirt (Black) 4XL",3351,6,96.0,6
1890,7,2/9/2022,2,2/28/2022,BC0280982,7596,184,1523,Shipping carton (Brown) 305x305x305mm,1523,7,47.5,6
1890,7,2/9/2022,2,2/28/2022,BC0280982,7597,193,2542,Black and orange glass with care despatch tape 48mmx75m,2542,7,38.4,6
1890,7,2/9/2022,2,2/28/2022,BC0280982,7598,204,2771,Tape dispenser (Red),2771,7,170.0,6
1891,4,2/10/2022,7,3/1/2022,293092,7599,77,3055,"""The Gu"" red shirt XML tag t-shirt (White) XXS",3055,6,84.0,14
1891,4,2/10/2022,7,3/1/2022,293092,7600,78,3326,"""The Gu"" red shirt XML tag t-shirt (White) XS",3326,6,84.0,14
1891,4,2/10/2022,7,3/1/2022,293092,7601,80,1655,"""The Gu"" red shirt XML tag t-shirt (White) M",1655,6,84.0,14
1891,4,2/10/2022,7,3/1/2022,293092,7602,86,3367,"""The Gu"" red shirt XML tag t-shirt (White) 5XL",3367,6,96.0,14
1891,4,2/10/2022,7,3/1/2022,293092,7603,95,1644,"""The Gu"" red shirt XML tag t-shirt (Black) XL",1644,6,90.0,14
1891,4,2/10/2022,7,3/1/2022,293092,7604,98,3353,"""The Gu"" red shirt XML tag t-shirt (Black) 4XL",3353,6,96.0,14
1892,7,2/10/2022,2,3/1/2022,BC0280982,7605,184,1520,Shipping carton (Brown) 305x305x305mm,1520,7,47.5,14
1892,7,2/10/2022,2,3/1/2022,BC0280982,7606,193,2542,Black and orange glass with care despatch tape 48mmx75m,2542,7,38.4,14
1892,7,2/10/2022,2,3/1/2022,BC0280982,7607,204,2769,Tape dispenser (Red),2769,7,170.0,14
1893,4,2/11/2022,7,3/2/2022,293092,7608,77,3053,"""The Gu"" red shirt XML tag t-shirt (White) XXS",3053,6,84.0,15
1893,4,2/11/2022,7,3/2/2022,293092,7609,78,3335,"""The Gu"" red shirt XML tag t-shirt (White) XS",3335,6,84.0,15
1893,4,2/11/2022,7,3/2/2022,293092,7610,80,1659,"""The Gu"" red shirt XML tag t-shirt (White) M",1659,6,84.0,15
1893,4,2/11/2022,7,3/2/2022,293092,7611,86,3369,"""The Gu"" red shirt XML tag t-shirt (White) 5XL",3369,6,96.0,15
1893,4,2/11/2022,7,3/2/2022,293092,7612,95,1640,"""The Gu"" red shirt XML tag t-shirt (Black) XL",1640,6,90.0,15
1893,4,2/11/2022,7,3/2/2022,293092,7613,98,3351,"""The Gu"" red shirt XML tag t-shirt (Black) 4XL",3351,6,96.0,15
1894,7,2/11/2022,2,3/2/2022,BC0280982,7614,184,1523,Shipping carton (Brown) 305x305x305mm,1523,7,47.5,15
1894,7,2/11/2022,2,3/2/2022,BC0280982,7615,193,2546,Black and orange glass with care despatch tape 48mmx75m,2546,7,38.4,15
1894,7,2/11/2022,2,3/2/2022,BC0280982,7616,204,2788,Tape dispenser (Red),2788,7,170.0,15
1895,4,2/12/2022,7,3/3/2022,293092,7617,77,3051,"""The Gu"" red shirt XML tag t-shirt (White) XXS",3051,6,84.0,6
1895,4,2/12/2022,7,3/3/2022,293092,7618,78,3352,"""The Gu"" red shirt XML tag t-shirt (White) XS",3352,6,84.0,6
1895,4,2/12/2022,7,3/3/2022,293092,7619,80,1662,"""The Gu"" red shirt XML tag t-shirt (White) M",1662,6,84.0,6
1895,4,2/12/2022,7,3/3/2022,293092,7620,86,3380,"""The Gu"" red shirt XML tag t-shirt (White) 5XL",3380,6,96.0,6
1895,4,2/12/2022,7,3/3/2022,293092,7621,95,1641,"""The Gu"" red shirt XML tag t-shirt (Black) XL",1641,6,90.0,6
1895,4,2/12/2022,7,3/3/2022,293092,7622,98,3356,"""The Gu"" red shirt XML tag t-shirt (Black) 4XL",3356,6,96.0,6
1896,7,2/12/2022,2,3/3/2022,BC0280982,7623,184,1520,Shipping carton (Brown) 305x305x305mm,1520,7,47.5,6
1896,7,2/12/2022,2,3/3/2022,BC0280982,7624,193,2563,Black and orange glass with care despatch tape 48mmx75m,2563,7,38.4,6
1896,7,2/12/2022,2,3/3/2022,BC0280982,7625,204,2791,Tape dispenser (Red),2791,7,170.0,6
1897,4,2/13/2022,7,3/4/2022,293092,7626,77,3,"""The Gu"" red shirt XML tag t-shirt (White) XXS",3,6,84.0,6
1897,4,2/13/2022,7,3/4/2022,293092,7627,86,2,"""The Gu"" red shirt XML tag t-shirt (White) 5XL",2,6,96.0,6
1898,7,2/13/2022,2,3/4/2022,BC0280982,7628,204,7,Tape dispenser (Red),7,7,170.0,6
1899,4,2/15/2022,7,3/6/2022,293092,7629,77,3052,"""The Gu"" red shirt XML tag t-shirt (White) XXS",3052,6,84.0,3
1899,4,2/15/2022,7,3/6/2022,293092,7630,78,3348,"""The Gu"" red shirt XML tag t-shirt (White) XS",3348,6,84.0,3
1899,4,2/15/2022,7,3/6/2022,293092,7631,80,1654,"""The Gu"" red shirt XML tag t-shirt (White) M",1654,6,84.0,3
1899,4,2/15/2022,7,3/6/2022,293092,7632,86,3380,"""The Gu"" red shirt XML tag t-shirt (White) 5XL",3380,6,96.0,3
1899,4,2/15/2022,7,3/6/2022,293092,7633,95,1633,"""The Gu"" red shirt XML tag t-shirt (Black) XL",1633,6,90.0,3
1899,4,2/15/2022,7,3/6/2022,293092,7634,98,3357,"""The Gu"" red shirt XML tag t-shirt (Black) 4XL",3357,6,96.0,3
1900,7,2/15/2022,2,3/6/2022,BC0280982,7635,184,1511,Shipping carton (Brown) 305x305x305mm,1511,7,47.5,3
1900,7,2/15/2022,2,3/6/2022,BC0280982,7636,193,2563,Black and orange glass with care despatch tape 48mmx75m,2563,7,38.4,3
1900,7,2/15/2022,2,3/6/2022,BC0280982,7637,204,2798,Tape dispenser (Red),2798,7,170.0,3
1901,4,2/16/2022,7,3/7/2022,293092,7638,77,3050,"""The Gu"" red shirt XML tag t-shirt (White) XXS",3050,6,84.0,19
1901,4,2/16/2022,7,3/7/2022,293092,7639,78,3346,"""The Gu"" red shirt XML tag t-shirt (White) XS",3346,6,84.0,19
1901,4,2/16/2022,7,3/7/2022,293092,7640,80,1650,"""The Gu"" red shirt XML tag t-shirt (White) M",1650,6,84.0,19
1901,4,2/16/2022,7,3/7/2022,293092,7641,86,3378,"""The Gu"" red shirt XML tag t-shirt (White) 5XL",3378,6,96.0,19
1901,4,2/16/2022,7,3/7/2022,293092,7642,95,1654,"""The Gu"" red shirt XML tag t-shirt (Black) XL",1654,6,90.0,19
1901,4,2/16/2022,7,3/7/2022,293092,7643,98,3355,"""The Gu"" red shirt XML tag t-shirt (Black) 4XL",3355,6,96.0,19
1902,7,2/16/2022,2,3/7/2022,BC0280982,7644,184,1508,Shipping carton (Brown) 305x305x305mm,1508,7,47.5,19
1902,7,2/16/2022,2,3/7/2022,BC0280982,7645,193,2561,Black and orange glass with care despatch tape 48mmx75m,2561,7,38.4,19
1902,7,2/16/2022,2,3/7/2022,BC0280982,7646,204,2805,Tape dispenser (Red),2805,7,170.0,19
1903,4,2/17/2022,7,3/8/2022,293092,7647,77,3049,"""The Gu"" red shirt XML tag t-shirt (White) XXS",3049,6,84.0,8
1903,4,2/17/2022,7,3/8/2022,293092,7648,78,3345,"""The Gu"" red shirt XML tag t-shirt (White) XS",3345,6,84.0,8
1903,4,2/17/2022,7,3/8/2022,293092,7649,80,1646,"""The Gu"" red shirt XML tag t-shirt (White) M",1646,6,84.0,8
1903,4,2/17/2022,7,3/8/2022,293092,7650,86,3376,"""The Gu"" red shirt XML tag t-shirt (White) 5XL",3376,6,96.0,8
1903,4,2/17/2022,7,3/8/2022,293092,7651,95,1652,"""The Gu"" red shirt XML tag t-shirt (Black) XL",1652,6,90.0,8
1903,4,2/17/2022,7,3/8/2022,293092,7652,98,3379,"""The Gu"" red shirt XML tag t-shirt (Black) 4XL",3379,6,96.0,8
1904,7,2/17/2022,2,3/8/2022,BC0280982,7653,184,1514,Shipping carton (Brown) 305x305x305mm,1514,7,47.5,8
1904,7,2/17/2022,2,3/8/2022,BC0280982,7654,193,2564,Black and orange glass with care despatch tape 48mmx75m,2564,7,38.4,8
1904,7,2/17/2022,2,3/8/2022,BC0280982,7655,204,2803,Tape dispenser (Red),2803,7,170.0,8
1905,4,2/18/2022,7,3/9/2022,293092,7656,77,3047,"""The Gu"" red shirt XML tag t-shirt (White) XXS",3047,6,84.0,3
1905,4,2/18/2022,7,3/9/2022,293092,7657,78,3350,"""The Gu"" red shirt XML tag t-shirt (White) XS",3350,6,84.0,3
1905,4,2/18/2022,7,3/9/2022,293092,7658,80,1651,"""The Gu"" red shirt XML tag t-shirt (White) M",1651,6,84.0,3
1905,4,2/18/2022,7,3/9/2022,293092,7659,86,3374,"""The Gu"" red shirt XML tag t-shirt (White) 5XL",3374,6,96.0,3
1905,4,2/18/2022,7,3/9/2022,293092,7660,95,1656,"""The Gu"" red shirt XML tag t-shirt (Black) XL",1656,6,90.0,3
1905,4,2/18/2022,7,3/9/2022,293092,7661,98,3390,"""The Gu"" red shirt XML tag t-shirt (Black) 4XL",3390,6,96.0,3
1906,7,2/18/2022,2,3/9/2022,BC0280982,7662,184,1511,Shipping carton (Brown) 305x305x305mm,1511,7,47.5,3
1906,7,2/18/2022,2,3/9/2022,BC0280982,7663,193,2562,Black and orange glass with care despatch tape 48mmx75m,2562,7,38.4,3
1906,7,2/18/2022,2,3/9/2022,BC0280982,7664,204,2801,Tape dispenser (Red),2801,7,170.0,3
1907,4,2/19/2022,7,3/10/2022,293092,7665,77,3045,"""The Gu"" red shirt XML tag t-shirt (White) XXS",3045,6,84.0,9
1907,4,2/19/2022,7,3/10/2022,293092,7666,78,3356,"""The Gu"" red shirt XML tag t-shirt (White) XS",3356,6,84.0,9
1907,4,2/19/2022,7,3/10/2022,293092,7667,80,1647,"""The Gu"" red shirt XML tag t-shirt (White) M",1647,6,84.0,9
1907,4,2/19/2022,7,3/10/2022,293092,7668,86,3381,"""The Gu"" red shirt XML tag t-shirt (White) 5XL",3381,6,96.0,9
1907,4,2/19/2022,7,3/10/2022,293092,7669,95,1652,"""The Gu"" red shirt XML tag t-shirt (Black) XL",1652,6,90.0,9
1907,4,2/19/2022,7,3/10/2022,293092,7670,98,3397,"""The Gu"" red shirt XML tag t-shirt (Black) 4XL",3397,6,96.0,9
1908,7,2/19/2022,2,3/10/2022,BC0280982,7671,184,1508,Shipping carton (Brown) 305x305x305mm,1508,7,47.5,9
1908,7,2/19/2022,2,3/10/2022,BC0280982,7672,193,2560,Black and orange glass with care despatch tape 48mmx75m,2560,7,38.4,9
1908,7,2/19/2022,2,3/10/2022,BC0280982,7673,204,2808,Tape dispenser (Red),2808,7,170.0,9
1909,4,2/20/2022,7,3/11/2022,293092,7674,78,4,"""The Gu"" red shirt XML tag t-shirt (White) XS",4,6,84.0,9
1909,4,2/20/2022,7,3/11/2022,293092,7675,80,11,"""The Gu"" red shirt XML tag t-shirt (White) M",11,6,84.0,9
1909,4,2/20/2022,7,3/11/2022,293092,7676,86,3,"""The Gu"" red shirt XML tag t-shirt (White) 5XL",3,6,96.0,9
1909,4,2/20/2022,7,3/11/2022,293092,7677,98,2,"""The Gu"" red shirt XML tag t-shirt (Black) 4XL",2,6,96.0,9
1910,7,2/20/2022,2,3/11/2022,BC0280982,7678,204,10,Tape dispenser (Red),10,7,170.0,9
1911,4,2/22/2022,7,3/13/2022,293092,7679,77,3050,"""The Gu"" red shirt XML tag t-shirt (White) XXS",3050,6,84.0,17
1911,4,2/22/2022,7,3/13/2022,293092,7680,78,3372,"""The Gu"" red shirt XML tag t-shirt (White) XS",3372,6,84.0,17
1911,4,2/22/2022,7,3/13/2022,293092,7681,80,1654,"""The Gu"" red shirt XML tag t-shirt (White) M",1654,6,84.0,17
1911,4,2/22/2022,7,3/13/2022,293092,7682,86,3382,"""The Gu"" red shirt XML tag t-shirt (White) 5XL",3382,6,96.0,17
1911,4,2/22/2022,7,3/13/2022,293092,7683,95,1644,"""The Gu"" red shirt XML tag t-shirt (Black) XL",1644,6,90.0,17
1911,4,2/22/2022,7,3/13/2022,293092,7684,98,3397,"""The Gu"" red shirt XML tag t-shirt (Black) 4XL",3397,6,96.0,17
1912,7,2/22/2022,2,3/13/2022,BC0280982,7685,184,1499,Shipping carton (Brown) 305x305x305mm,1499,7,47.5,17
1912,7,2/22/2022,2,3/13/2022,BC0280982,7686,193,2563,Black and orange glass with care despatch tape 48mmx75m,2563,7,38.4,17
1912,7,2/22/2022,2,3/13/2022,BC0280982,7687,204,2816,Tape dispenser (Red),2816,7,170.0,17
1913,4,2/23/2022,7,3/14/2022,293092,7688,77,3061,"""The Gu"" red shirt XML tag t-shirt (White) XXS",3061,6,84.0,9
1913,4,2/23/2022,7,3/14/2022,293092,7689,78,3370,"""The Gu"" red shirt XML tag t-shirt (White) XS",3370,6,84.0,9
1913,4,2/23/2022,7,3/14/2022,293092,7690,80,1650,"""The Gu"" red shirt XML tag t-shirt (White) M",1650,6,84.0,9
1913,4,2/23/2022,7,3/14/2022,293092,7691,86,3388,"""The Gu"" red shirt XML tag t-shirt (White) 5XL",3388,6,96.0,9
1913,4,2/23/2022,7,3/14/2022,293092,7692,95,1640,"""The Gu"" red shirt XML tag t-shirt (Black) XL",1640,6,90.0,9
1913,4,2/23/2022,7,3/14/2022,293092,7693,98,3395,"""The Gu"" red shirt XML tag t-shirt (Black) 4XL",3395,6,96.0,9
